Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000002359	Isolate	4387829	17	538575	65.59	99.94	0.0	64.71	99.67	99.56	20	GUT_GENOME141763	MGYG000002359	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	SAMN02414909	PRJNA229274	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002359/genomes1/MGYG000002359.gff.gz
MGYG000002360	Isolate	1926186	48	261966	35.15	96.68	0.48	94.96	99.67	99.76	19	GUT_GENOME141764	MGYG000002360	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus hominis	SAMN02369400	PRJNA222257	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002360/genomes1/MGYG000002360.gff.gz
MGYG000002361	Isolate	1566713	13	297592	39.08	98.75	0.31	94.12	99.67	99.83	19	GUT_GENOME141765	MGYG000002361	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus senioris	SAMN02369415	PRJNA222257	Japan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002361/genomes1/MGYG000002361.gff.gz
MGYG000002362	Isolate	2094695	34	107335	35.22	100.0	0.0	0.0	99.67	96.68	19	GUT_GENOME141775	MGYG000002362	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C;s__Fusobacterium_C necrophorum	SAMN07448029	PRJNA362951	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002362/genomes1/MGYG000002362.gff.gz
MGYG000002363	Isolate	5677722	47	518698	55.61	99.99	1.5	95.8	99.67	99.86	19	GUT_GENOME141809	MGYG000002363	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella ornithinolytica	SAMN02680178	PRJNA233724	United Republic of Tanzania	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002363/genomes1/MGYG000002363.gff.gz
MGYG000002364	Isolate	2233660	62	91679	27.02	100.0	0.0	0.0	99.74	99.73	18	GUT_GENOME142014	MGYG000002364	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter butzleri	SAMN02581420	PRJNA233527	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002364/genomes1/MGYG000002364.gff.gz
MGYG000002365	Isolate	2036949	2	2032698	63.24	100.0	0.44	0.0	99.67	99.21	20	GUT_GENOME142015	MGYG000002365	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium globosum	SAMN03253091	PRJNA234364	Kenya	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002365/genomes1/MGYG000002365.gff.gz
MGYG000002366	Isolate	4955431	2	4946108	52.17	100.0	0.04	95.8	99.67	99.86	20	GUT_GENOME142031	MGYG000002366	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	SAMN02716855	PRJNA236664	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002366/genomes1/MGYG000002366.gff.gz
MGYG000002367	Isolate	1751049	8	476563	37.3	99.38	0.0	94.96	99.67	99.83	20	GUT_GENOME142050	MGYG000002367	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus	SAMN02639794	PRJNA237570	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002367/genomes1/MGYG000002367.gff.gz
MGYG000002368	Isolate	3946363	84	95774	46.92	99.51	0.1	94.96	99.67	99.86	16	GUT_GENOME142057	MGYG000002368	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio metoecus	SAMN03610458	PRJNA281423	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002368/genomes1/MGYG000002368.gff.gz
MGYG000002369	Isolate	4190038	1	4190038	28.73	99.51	0.37	88.24	99.74	99.83	20	GUT_GENOME142330	MGYG000002369	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile	SAMN08104991	PRJNA420067	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002369/genomes1/MGYG000002369.gff.gz
MGYG000002370	Isolate	4277521	72	210313	28.35	99.3	0.0	87.39	99.74	82.67	19	GUT_GENOME142388	MGYG000002370	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile_A	SAMN03015184	PRJNA260040	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002370/genomes1/MGYG000002370.gff.gz
MGYG000002371	Isolate	2304821	66	197419	56.6	99.52	0.0	94.12	99.67	99.66	20	GUT_GENOME142390	MGYG000002371	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops_A	SAMN03025286	PRJNA260683	Russia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002371/genomes1/MGYG000002371.gff.gz
MGYG000002372	Isolate	3343822	1	3343822	28.49	100.0	0.0	82.35	99.74	99.83	20	GUT_GENOME142391	MGYG000002372	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens	SAMN04209542	PRJNA299533	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002372/genomes1/MGYG000002372.gff.gz
MGYG000002373	Isolate	3298966	80	71267	27.51	97.15	0.16	94.96	33.86	0.0	20	GUT_GENOME142392	MGYG000002373	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium septicum	SAMEA4063107	PRJEB14692	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002373/genomes1/MGYG000002373.gff.gz
MGYG000002374	Isolate	1770849	53	146502	33.05	99.69	0.0	0.0	98.83	99.66	20	GUT_GENOME142393	MGYG000002374	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter testudinum	SAMN03741943	PRJNA286186	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002374/genomes1/MGYG000002374.gff.gz
MGYG000002375	Isolate	2890495	60	132464	28.4	98.62	0.14	94.96	99.74	99.79	20	GUT_GENOME142395	MGYG000002375	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	SAMN03018576	PRJNA260198	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002375/genomes1/MGYG000002375.gff.gz
MGYG000002376	Isolate	3267429	75	88939	52.87	97.56	2.44	0.0	87.35	42.36	20	GUT_GENOME142396	MGYG000002376	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp000765215	SAMN02903322	PRJNA253252	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002376/genomes1/MGYG000002376.gff.gz
MGYG000002377	Isolate	3460249	46	118391	31.17	99.19	1.61	0.0	99.74	69.68	20	GUT_GENOME142399	MGYG000002377	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris	SAMEA104287970	PRJEB22142	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002377/genomes1/MGYG000002377.gff.gz
MGYG000002378	Isolate	3103583	113	86621	56.94	97.96	0.0	94.96	99.67	99.73	20	GUT_GENOME142411	MGYG000002378	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp001580195	SAMN03956217	PRJNA268324	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002378/genomes1/MGYG000002378.gff.gz
MGYG000002379	Isolate	2009479	34	115146	34.6	98.94	0.0	94.12	99.61	99.83	18	GUT_GENOME142413	MGYG000002379	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus	SAMD00064210	PRJDB5198	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002379/genomes1/MGYG000002379.gff.gz
MGYG000002380	Isolate	2621559	138	62057	45.47	99.06	0.0	94.12	99.61	99.83	20	GUT_GENOME142415	MGYG000002380	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	SAMN03470252	PRJNA280953	Russia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002380/genomes1/MGYG000002380.gff.gz
MGYG000002381	Isolate	4114425	87	108719	66.81	99.66	0.6	88.24	99.67	99.86	20	GUT_GENOME142418	MGYG000002381	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas bentonitica_A	SAMN03287020	PRJNA269850	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002381/genomes1/MGYG000002381.gff.gz
MGYG000002382	Isolate	4489830	216	32349	66.52	99.86	0.0	88.24	99.67	99.86	19	GUT_GENOME142419	MGYG000002382	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AK	SAMN03287021	PRJNA269851	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002382/genomes1/MGYG000002382.gff.gz
MGYG000002383	Isolate	3001027	26	737422	47.89	99.46	0.36	94.12	99.67	99.83	20	GUT_GENOME142434	MGYG000002383	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus zeae	SAMN03580836	PRJNA282947	Italy	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002383/genomes1/MGYG000002383.gff.gz
MGYG000002384	Isolate	2058319	1	2058319	37.04	99.03	0.0	94.12	99.67	99.83	20	GUT_GENOME142435	MGYG000002384	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helveticus	SAMN05417796	PRJNA330602	Russia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002384/genomes1/MGYG000002384.gff.gz
MGYG000002385	Isolate	3976274	1	3976274	51.92	100.0	0.0	95.8	99.67	99.86	20	GUT_GENOME142457	MGYG000002385	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leminorella;s__Leminorella richardii	SAMEA2548145	PRJEB6403	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002385/genomes1/MGYG000002385.gff.gz
MGYG000002386	Isolate	3412302	4	3268766	44.33	99.38	2.78	94.96	99.67	99.83	20	GUT_GENOME142458	MGYG000002386	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	SAMN07305427	PRJNA392731	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002386/genomes1/MGYG000002386.gff.gz
MGYG000002387	Isolate	2129154	109	2060859	34.78	99.22	0.0	94.96	99.67	99.76	20	GUT_GENOME142482	MGYG000002387	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri	SAMN07160387	PRJNA387642	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002387/genomes1/MGYG000002387.gff.gz
MGYG000002388	Isolate	3076437	1	3076437	46.35	99.46	0.0	94.12	99.67	99.83	20	GUT_GENOME142483	MGYG000002388	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	SAMN03853751	PRJNA289435	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002388/genomes1/MGYG000002388.gff.gz
MGYG000002389	Isolate	1957804	4	1902372	41.24	99.46	0.0	94.12	99.74	99.83	20	GUT_GENOME142485	MGYG000002389	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	SAMEA104285099	PRJEB22336	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002389/genomes1/MGYG000002389.gff.gz
MGYG000002390	Isolate	2133539	26	155348	41.74	98.17	1.83	94.12	99.67	99.83	20	GUT_GENOME142486	MGYG000002390	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus agilis	SAMEA3393060	PRJEB9399	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002390/genomes1/MGYG000002390.gff.gz
MGYG000002391	Isolate	3564572	83	84746	35.69	98.0	0.56	94.96	99.74	97.61	20	GUT_GENOME142490	MGYG000002391	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus caeni	SAMN03447960	PRJNA279446	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002391/genomes1/MGYG000002391.gff.gz
MGYG000002392	Isolate	2941624	14	443696	37.79	99.45	0.0	94.96	99.67	99.83	20	GUT_GENOME142492	MGYG000002392	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	SAMN09947982	PRJNA486730	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002392/genomes1/MGYG000002392.gff.gz
MGYG000002393	Isolate	3318223	64	154838	46.95	98.54	1.46	0.0	94.0	99.73	20	GUT_GENOME142496	MGYG000002393	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas faecis	SAMN05727926	PRJNA283565	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002393/genomes1/MGYG000002393.gff.gz
MGYG000002394	Isolate	3788330	85	101529	45.65	99.26	0.65	94.12	99.61	99.59	19	GUT_GENOME142497	MGYG000002394	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	SAMN03797675	PRJNA288289	Russia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002394/genomes1/MGYG000002394.gff.gz
MGYG000002395	Isolate	2173720	1	2173720	59.29	100.0	0.0	0.0	99.67	99.11	20	GUT_GENOME142522	MGYG000002395	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	SAMN03273368	PRJNA271241	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002395/genomes1/MGYG000002395.gff.gz
MGYG000002396	Isolate	2311342	1	2311342	62.72	99.54	0.0	0.0	99.67	99.38	20	GUT_GENOME142525	MGYG000002396	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	SAMN07484235	PRJNA397825	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002396/genomes1/MGYG000002396.gff.gz
MGYG000002397	Isolate	2046632	15	298183	59.29	99.77	0.09	0.0	99.67	99.04	20	GUT_GENOME142545	MGYG000002397	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium angulatum	SAMN03435124	PRJNA278963	Russia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002397/genomes1/MGYG000002397.gff.gz
MGYG000002398	Isolate	3424272	1	3424272	62.29	99.57	1.07	0.0	99.54	99.79	20	GUT_GENOME142546	MGYG000002398	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Laribacter;s__Laribacter hongkongensis	SAMN07204264	PRJNA389628	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002398/genomes1/MGYG000002398.gff.gz
MGYG000002399	Isolate	2175331	132	41383	31.28	98.67	0.85	94.96	99.74	99.76	10	GUT_GENOME142576	MGYG000002399	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis	SAMN04477507	PRJNA296219	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000023/MGYG000002399/genomes1/MGYG000002399.gff.gz
MGYG000002400	Isolate	2523999	94	61953	33.65	99.61	0.0	0.0	99.74	99.76	13	GUT_GENOME142578	MGYG000002400	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis	SAMN04498644	PRJNA296286	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002400/genomes1/MGYG000002400.gff.gz
MGYG000002401	Isolate	2630908	1	2630908	67.27	98.79	0.0	94.96	99.67	99.73	20	GUT_GENOME142585	MGYG000002401	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium freudenreichii	SAMN05982163	PRJNA352541	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002401/genomes1/MGYG000002401.gff.gz
MGYG000002402	Isolate	2759335	9	1729657	28.35	100.0	2.07	95.8	99.74	99.79	20	GUT_GENOME142586	MGYG000002402	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H massiliodielmoense	SAMEA103970043	PRJEB20368	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002402/genomes1/MGYG000002402.gff.gz
MGYG000002403	Isolate	7202103	161	110558	41.11	99.37	0.95	0.0	99.74	99.79	20	GUT_GENOME142587	MGYG000002403	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella;s__Robinsoniella peoriensis	SAMEA4393858	PRJEB15237	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002403/genomes1/MGYG000002403.gff.gz
MGYG000002404	Isolate	4212889	22	981081	36.65	98.82	0.64	95.8	99.74	99.79	20	GUT_GENOME142588	MGYG000002404	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_BE;s__Bacillus_BE massilionigeriensis	SAMEA4534506	PRJEB17645	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002404/genomes1/MGYG000002404.gff.gz
MGYG000002405	Isolate	2176737	1	2176737	68.08	100.0	1.61	94.12	99.67	99.42	20	GUT_GENOME142589	MGYG000002405	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E timonensis	SAMEA4554851	PRJEB16351	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002405/genomes1/MGYG000002405.gff.gz
MGYG000002406	Isolate	3028764	16	807355	63.75	99.89	0.0	94.96	99.67	99.35	20	GUT_GENOME142590	MGYG000002406	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium pacaense	SAMEA103910525	PRJEB19973	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002406/genomes1/MGYG000002406.gff.gz
MGYG000002407	Isolate	6325359	25	732461	57.24	98.66	0.29	94.96	99.74	99.79	20	GUT_GENOME142591	MGYG000002407	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Cohnella;s__Cohnella sp900169535	SAMEA103910524	PRJEB19972	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002407/genomes1/MGYG000002407.gff.gz
MGYG000002408	Isolate	4862251	19	4019871	39.45	98.24	4.16	95.8	99.74	99.83	20	GUT_GENOME142592	MGYG000002408	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_BD;s__Bacillus_BD tuaregi	SAMEA4518411	PRJEB16343	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002408/genomes1/MGYG000002408.gff.gz
MGYG000002409	Isolate	3948172	1	3948172	65.06	100.0	0.2	92.44	99.67	99.42	20	GUT_GENOME142593	MGYG000002409	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter massiliensis	SAMEA103910952	PRJEB19975	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002409/genomes1/MGYG000002409.gff.gz
MGYG000002410	Isolate	3084227	12	2015177	59.77	99.33	0.0	94.12	99.67	99.83	20	GUT_GENOME142594	MGYG000002410	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	SAMEA103910483	PRJEB19965	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002410/genomes1/MGYG000002410.gff.gz
MGYG000002411	Isolate	3026585	36	294532	52.07	99.19	0.81	94.96	99.74	99.79	20	GUT_GENOME142595	MGYG000002411	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Christensenellaceae;g__Christensenella;s__Christensenella sp001678845	SAMN05257102	PRJNA326054	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002411/genomes1/MGYG000002411.gff.gz
MGYG000002412	Isolate	3472293	43	151510	48.95	97.58	0.0	0.0	99.67	99.45	20	GUT_GENOME142596	MGYG000002412	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	SAMEA4521261	PRJEB16531	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002412/genomes1/MGYG000002412.gff.gz
