Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000298596	MAG	2191939	12	305727	35.93	72.77	2.85	0.0	99.67	99.73	18	CAKAIM01	MGYG000298596	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	ERS7766722	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298596/genomes1/MGYG000298596.gff.gz
MGYG000298605	MAG	1297135	258	5291	43.04	74.17	1.52	0.0	31.31	99.79	8	CAJZJS01	MGYG000298605	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BB	ERS7621730	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298605/genomes1/MGYG000298605.gff.gz
MGYG000298608	MAG	2630186	60	60829	41.77	97.92	1.27	0.0	0.0	0.0	18	GCA_013333285	MGYG000298608	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013333285	SAMN14602669	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298608/genomes1/MGYG000298608.gff.gz
MGYG000298617	MAG	2717455	141	25963	56.96	97.13	0.0	0.0	0.0	99.52	19	CAJPQS01	MGYG000298617	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp003033925	ERS6080690	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298617/genomes1/MGYG000298617.gff.gz
MGYG000298619	MAG	1607656	208	9664	41.76	86.39	1.69	0.0	0.0	0.0	6	CAJZFE01	MGYG000298619	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dentisani	ERS7599782	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298619/genomes1/MGYG000298619.gff.gz
MGYG000298621	MAG	1529105	331	4943	39.98	67.07	2.55	0.0	0.0	0.0	8	CAJVVG01	MGYG000298621	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS7365001	ERP127229	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298621/genomes1/MGYG000298621.gff.gz
MGYG000298624	MAG	2020017	263	9071	45.91	91.07	0.43	0.0	0.0	0.0	19	CAJPTG01	MGYG000298624	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	ERS6080756	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298624/genomes1/MGYG000298624.gff.gz
MGYG000298626	MAG	2488302	44	101992	54.14	97.61	0.0	0.0	0.0	0.0	17	CAJZGE01	MGYG000298626	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__	ERS7621639	ERP125117	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298626/genomes1/MGYG000298626.gff.gz
MGYG000298627	MAG	725630	53	19044	41.09	77.43	0.0	0.0	0.0	10.63	19	GCA_013332955	MGYG000298627	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__UBA2866 sp013332955	SAMN14602682	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298627/genomes1/MGYG000298627.gff.gz
MGYG000298628	MAG	818083	163	8752	43.26	62.38	0.0	68.91	99.74	99.66	19	GCA_015257705	MGYG000298628	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	SAMN14570660	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298628/genomes1/MGYG000298628.gff.gz
MGYG000298629	MAG	1652381	28	263103	51.98	100.0	4.03	0.0	31.18	99.45	19	CAJPRO01	MGYG000298629	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000411555	ERS6080713	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298629/genomes1/MGYG000298629.gff.gz
MGYG000298636	MAG	1760181	30	89064	48.97	100.0	0.07	0.0	0.0	0.0	19	CAJPOR01	MGYG000298636	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus geminatus	ERS6080647	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298636/genomes1/MGYG000298636.gff.gz
MGYG000298642	MAG	1845464	112	28023	43.08	97.37	0.48	94.96	0.0	99.83	18	CAJZDK01	MGYG000298642	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter sp000466335	ERS7599762	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298642/genomes1/MGYG000298642.gff.gz
MGYG000298645	MAG	2336020	120	33488	45.3	84.48	0.0	0.0	0.0	0.0	16	CAKAQV01	MGYG000298645	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	ERS7876797	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298645/genomes1/MGYG000298645.gff.gz
MGYG000298646	MAG	1740286	190	13534	65.57	74.66	0.0	0.0	0.0	0.0	13	CAJZHB01	MGYG000298646	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	ERS7621679	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298646/genomes1/MGYG000298646.gff.gz
MGYG000298651	MAG	1883154	8	380981	36.92	100.0	0.0	93.28	99.67	99.45	20	GCA_013333255	MGYG000298651	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__JABCPE02;s__JABCPE02 sp013333255	SAMN14602668	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298651/genomes1/MGYG000298651.gff.gz
MGYG000298654	MAG	2380892	289	10927	36.1	88.32	0.53	0.0	0.0	0.0	18	CAKAQP01	MGYG000298654	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	ERS7876809	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298654/genomes1/MGYG000298654.gff.gz
MGYG000298659	MAG	761017	63	17747	47.79	60.8	1.85	0.0	0.0	0.0	20	GCA_013333845	MGYG000298659	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp013333845	SAMN14602637	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298659/genomes1/MGYG000298659.gff.gz
MGYG000298661	MAG	1150272	49	35796	27.95	74.49	2.91	0.0	0.0	0.0	18	CAJPLW01	MGYG000298661	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp013333395	ERS6080583	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298661/genomes1/MGYG000298661.gff.gz
MGYG000298665	MAG	2227026	34	121757	55.74	98.87	0.0	0.0	0.0	0.0	20	CAJZHH01	MGYG000298665	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas pasteri	ERS7621638	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298665/genomes1/MGYG000298665.gff.gz
MGYG000298667	MAG	2250639	39	107804	55.65	98.87	0.16	0.0	0.0	99.56	19	CAJPQN01	MGYG000298667	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp000467855	ERS6080696	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298667/genomes1/MGYG000298667.gff.gz
MGYG000298669	MAG	2137020	196	14739	58.11	94.77	0.63	93.28	0.0	0.0	20	CAJPTZ01	MGYG000298669	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda sp000315545	ERS6080780	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298669/genomes1/MGYG000298669.gff.gz
MGYG000298670	MAG	667180	32	31369	41.36	81.45	0.0	0.0	0.0	15.76	19	GCA_015257485	MGYG000298670	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__	SAMN14570671	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298670/genomes1/MGYG000298670.gff.gz
MGYG000298673	MAG	1725930	249	8486	62.17	78.31	1.69	0.0	0.0	0.0	13	CAJPSE01	MGYG000298673	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Fretibacterium;s__	ERS6080729	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298673/genomes1/MGYG000298673.gff.gz
MGYG000298675	MAG	1669202	302	5937	54.37	72.87	0.28	94.96	0.0	5.74	13	CAJZDC01	MGYG000298675	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B oralis	ERS7599773	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298675/genomes1/MGYG000298675.gff.gz
MGYG000298676	MAG	1652617	137	15659	43.03	86.75	0.87	0.0	0.0	0.0	7	CAJPQE01	MGYG000298676	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus_C	ERS6080692	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298676/genomes1/MGYG000298676.gff.gz
MGYG000298678	MAG	1817987	287	7072	29.63	85.58	3.38	0.0	0.0	0.0	14	CAJPMD01	MGYG000298678	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia wadei	ERS6080578	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298678/genomes1/MGYG000298678.gff.gz
MGYG000298685	MAG	1757353	16	356592	42.28	57.76	0.0	0.0	99.67	99.56	13	CAKAGX01	MGYG000298685	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	ERS7766712	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298685/genomes1/MGYG000298685.gff.gz
MGYG000298689	MAG	2587545	35	123093	56.87	98.34	0.0	94.96	0.0	99.66	20	CAJPQC01	MGYG000298689	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia aeria	ERS6080676	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298689/genomes1/MGYG000298689.gff.gz
MGYG000298690	MAG	2807282	64	83898	46.78	100.0	0.0	0.0	0.0	0.0	20	CAJPNP01	MGYG000298690	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_C;s__	ERS6080610	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298690/genomes1/MGYG000298690.gff.gz
MGYG000298692	MAG	1682864	141	16660	46.27	94.07	1.39	0.0	0.0	0.0	14	CAJPMA01	MGYG000298692	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	ERS6080574	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298692/genomes1/MGYG000298692.gff.gz
MGYG000298697	MAG	2281981	17	204405	59.67	99.33	0.0	94.96	99.67	0.0	20	CAKARL01	MGYG000298697	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	ERS7876879	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002986/MGYG000298697/genomes1/MGYG000298697.gff.gz
MGYG000298702	MAG	2955558	89	64723	38.52	99.97	0.0	0.0	0.0	0.0	17	CAJPRX01	MGYG000298702	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sputigena	ERS6080722	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298702/genomes1/MGYG000298702.gff.gz
MGYG000298714	MAG	2150335	157	47293	59.78	93.33	0.4	93.28	0.0	10.63	17	GCA_015259955	MGYG000298714	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	SAMN14571027	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298714/genomes1/MGYG000298714.gff.gz
MGYG000298716	MAG	2693081	2	2633439	65.62	97.05	3.32	0.0	99.67	99.35	20	CAKAIE01	MGYG000298716	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp902373545	ERS7766806	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298716/genomes1/MGYG000298716.gff.gz
MGYG000298725	MAG	1442163	170	11641	39.56	89.08	1.02	0.0	0.0	0.0	14	CAKARD01	MGYG000298725	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__	ERS7876819	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298725/genomes1/MGYG000298725.gff.gz
MGYG000298726	MAG	1357653	295	4770	44.22	64.42	1.4	0.0	0.0	0.0	12	CAJZLC01	MGYG000298726	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	ERS7621670	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298726/genomes1/MGYG000298726.gff.gz
MGYG000298727	MAG	1894608	793	3085	66.3	82.53	2.99	0.0	0.0	0.0	14	GCA_015256405	MGYG000298727	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	SAMN14570725	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298727/genomes1/MGYG000298727.gff.gz
MGYG000298728	MAG	2217569	277	11798	43.84	93.67	1.0	94.12	0.0	9.78	18	GCA_015263305	MGYG000298728	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sinus	SAMN14570855	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298728/genomes1/MGYG000298728.gff.gz
MGYG000298732	MAG	712298	17	67488	48.56	63.82	2.56	0.0	19.7	8.75	19	GCA_013333495	MGYG000298732	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__TM7x sp013333495	SAMN14602655	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298732/genomes1/MGYG000298732.gff.gz
MGYG000298733	MAG	3277821	150	35670	44.56	99.28	0.41	0.0	28.11	0.0	19	GCA_015260835	MGYG000298733	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella shahii	SAMN14570982	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298733/genomes1/MGYG000298733.gff.gz
MGYG000298742	MAG	2394927	77	50997	45.03	98.2	0.0	0.0	0.0	0.0	19	CAJPNV01	MGYG000298742	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pleuritidis	ERS6080616	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298742/genomes1/MGYG000298742.gff.gz
MGYG000298745	MAG	899001	124	8431	52.01	53.82	2.23	0.0	0.0	0.0	16	GCA_013333765	MGYG000298745	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	SAMN14602644	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298745/genomes1/MGYG000298745.gff.gz
MGYG000298749	MAG	2803860	126	29475	61.38	100.0	1.21	0.0	0.0	0.0	20	CAJPMW01	MGYG000298749	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella sp001189515	ERS6080592	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298749/genomes1/MGYG000298749.gff.gz
MGYG000298750	MAG	1719966	206	10607	43.5	88.08	2.69	94.12	0.0	90.94	18	CAJZFP01	MGYG000298750	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__	ERS7599797	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298750/genomes1/MGYG000298750.gff.gz
MGYG000298751	MAG	2180850	73	43371	48.75	99.92	0.0	0.0	99.61	84.82	20	CAJPNQ01	MGYG000298751	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	ERS6080623	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298751/genomes1/MGYG000298751.gff.gz
MGYG000298754	MAG	1490693	242	9630	38.68	81.64	1.2	0.0	13.24	0.0	12	GCA_015264325	MGYG000298754	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella tobetsuensis	SAMN14571090	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298754/genomes1/MGYG000298754.gff.gz
MGYG000298757	MAG	2506622	14	305816	54.98	88.32	4.75	91.6	99.74	99.69	20	CAKAGU01	MGYG000298757	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__	ERS7766770	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298757/genomes1/MGYG000298757.gff.gz
MGYG000298759	MAG	733518	105	7980	48.56	74.07	1.31	0.0	70.71	11.21	18	CAJPSU01	MGYG000298759	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6080745	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298759/genomes1/MGYG000298759.gff.gz
MGYG000298760	MAG	3075486	3	1755281	40.09	95.78	0.34	95.8	99.67	99.45	20	CAKAIJ01	MGYG000298760	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS7766750	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298760/genomes1/MGYG000298760.gff.gz
MGYG000298769	MAG	1873802	41	85284	38.74	99.82	0.09	94.12	0.0	7.59	7	CAJPMX01	MGYG000298769	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus_C	ERS6080604	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298769/genomes1/MGYG000298769.gff.gz
MGYG000298770	MAG	906179	9	595584	47.48	64.51	0.93	0.0	99.74	99.56	20	CAJPMO01	MGYG000298770	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp013333795	ERS6080579	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298770/genomes1/MGYG000298770.gff.gz
MGYG000298773	MAG	2033248	369	8028	45.81	91.71	1.33	0.0	0.0	0.0	10	GCA_015262315	MGYG000298773	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella micans	SAMN14570907	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298773/genomes1/MGYG000298773.gff.gz
MGYG000298777	MAG	1618844	128	17707	39.17	95.28	0.27	0.0	0.0	0.0	5	CAKAPS01	MGYG000298777	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__	ERS7876808	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298777/genomes1/MGYG000298777.gff.gz
MGYG000298779	MAG	854011	42	26724	48.9	64.81	0.93	0.0	21.14	0.0	19	GCA_013333675	MGYG000298779	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp013333675	SAMN14602647	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298779/genomes1/MGYG000298779.gff.gz
MGYG000298785	MAG	2453731	145	24855	55.73	97.62	0.0	0.0	99.54	99.42	20	CAJPTX01	MGYG000298785	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae_A;g__Bacteroides_D;s__Bacteroides_D periocalifornicus	ERS6080778	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298785/genomes1/MGYG000298785.gff.gz
MGYG000298787	MAG	1085606	143	9992	35.3	84.52	0.97	0.0	34.64	0.0	18	CAJPOM01	MGYG000298787	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Allisonella;s__Allisonella pneumosintes	ERS6080644	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298787/genomes1/MGYG000298787.gff.gz
